sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.002296167,3,5,6,0,0
0.003369495,3,6,18,0,0
0.005148901,3,12,3,2,0
0.006473586,3,16,18,0,0
0.007086121,3,17,55,2,0
0.007559135,3,19,6,1,0
0.008033392,3,21,1,0,0
0.008276269,3,22,1,0,0
0.008769112,3,24,4,0,0
0.010087712,3,28,2,0,0
0.029883481,3,91,1,0,0
0.031722034,3,95,47,0,0
0.032090268,3,96,4,4,0
0.033192616,3,98,14,0,0
0.033723556,3,99,2,2,0
0.047890850,3,107,3,0,0
0.048302281,3,108,2,0,0
0.051022667,3,119,1,0,0
0.051273098,3,120,2,0,0
0.051772530,3,122,2,0,0
0.053902989,3,131,2,0,0
0.054457784,3,132,5,0,0
0.054934011,3,134,7,0,0
0.055587174,3,135,86,0,0
0.055980334,3,136,3,1,0
0.057041460,3,137,3,0,0
0.057766946,3,140,1,0,0
0.058557863,3,143,1,1,0
0.058824714,3,144,13,13,0
0.059855100,3,147,10,0,0
0.060512008,3,148,159,2,0
0.060779610,3,149,3,0,0
0.061277829,3,151,17,0,0
0.061756370,3,153,1,0,0
0.062228435,3,155,12,0,0
0.062461767,3,156,24,0,0
0.062698339,3,157,1,0,0
0.063548856,3,159,7,0,0
0.064016798,3,161,1,0,0
0.064252077,3,162,1,0,0
0.065188353,3,166,2,0,0
0.068195178,3,178,1,0,0
0.079332137,3,218,3,0,0
0.079640207,3,219,2,2,0
0.085321946,3,226,231,0,0
0.085638918,3,227,14,14,0
0.086754667,3,229,28,0,0
0.087312239,3,230,10,10,4
0.089404602,3,234,1,0,0
0.089768207,3,235,1,0,0
0.112759878,3,238,5,0,0
0.114445033,3,244,18,0,0
