sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.005175527,5,12,4,4,0
0.006500867,5,16,82,40,3
0.006948385,5,17,26,0,0
0.007321964,5,18,1,0,0
0.007558292,5,19,1,0,0
0.007794789,5,20,1,0,0
0.008772166,5,24,2,0,0
0.012738749,5,39,1,0,0
0.013206938,5,41,1,0,0
0.024980880,5,85,1,0,0
0.025605815,5,86,8,0,0
0.030969135,5,94,22,0,0
0.031830436,5,95,70,14,0
0.033257736,5,98,3,2,0
0.033673487,5,99,1,1,0
0.047481078,5,106,3,0,0
0.048302283,5,108,7,0,0
0.051024856,5,119,1,0,0
0.051523030,5,121,1,0,0
0.051771774,5,122,2,0,0
0.053898558,5,131,2,0,0
0.054686429,5,133,1,0,0
0.055943449,5,136,90,1,0
0.056886865,5,137,48,0,0
0.057285457,5,138,1,0,0
0.058593881,5,143,2,0,0
0.059063296,5,145,1,0,0
0.059973326,5,147,15,1,0
0.060512985,5,148,14,0,0
0.060779539,5,149,3,0,0
0.061016838,5,150,8,0,0
0.061256602,5,151,4,0,0
0.061521955,5,152,6,0,0
0.061756327,5,153,1,0,0
0.061990076,5,154,1,0,0
0.062230409,5,155,3,0,0
0.063548858,5,159,2,0,0
0.079395332,5,218,3,0,0
0.084472993,5,225,2,0,0
0.085379200,5,226,3,3,0
0.086813226,5,229,41,0,0
0.089371436,5,234,1,0,0
