sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.002306506,4,5,49,2,0
0.003365630,4,6,10,5,0
0.003925865,4,8,3,0,0
0.005163010,4,12,7,3,0
0.006467416,4,16,47,0,0
0.007089136,4,17,50,2,0
0.007558578,4,19,2,0,0
0.007795227,4,20,2,1,0
0.008033808,4,21,1,0,0
0.008270734,4,22,3,0,0
0.008758067,4,24,1,0,0
0.010087713,4,28,1,0,0
0.026149662,4,87,6,2,0
0.029231366,4,89,5,1,0
0.030966320,4,94,3,0,0
0.031766890,4,95,44,0,0
0.032090269,4,96,14,14,0
0.033202056,4,98,95,0,0
0.033747314,4,99,3,3,0
0.035829952,4,103,26,0,0
0.036258987,4,104,9,0,0
0.047481077,4,106,1,0,0
0.048302282,4,108,1,0,0
0.051024305,4,119,1,0,0
0.051286671,4,120,3,0,0
0.051772228,4,122,2,0,0
0.052712773,4,126,1,0,0
0.054359532,4,132,6,0,0
0.055590522,4,135,18,0,0
0.055975962,4,136,47,2,0
0.057050896,4,137,47,3,0
0.058019496,4,141,1,0,0
0.058593426,4,143,11,5,0
0.059507393,4,146,1,0,0
0.059887733,4,147,1,0,0
0.060485448,4,148,2,0,0
0.061286440,4,151,5,0,0
0.061522870,4,152,1,0,0
0.082776329,4,220,2,0,0
0.085378130,4,226,368,4,0
0.086761400,4,229,33,0,0
0.089401472,4,234,4,0,0
0.089689011,4,235,3,0,0
0.090012709,4,236,1,1,0
0.114446883,4,244,2,0,0
0.114684350,4,245,9,0,0
