sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.001957032,2,4,33,0,0
0.002306918,2,5,35,0,0
0.005153838,2,12,10,10,1
0.006023202,2,15,18,2,0
0.006477484,2,16,40,4,0
0.007083030,2,17,34,0,0
0.008273201,2,22,2,0,0
0.008774645,2,24,4,0,0
0.026152181,2,87,1,1,0
0.031804711,2,95,381,7,0
0.033260007,2,98,9,2,0
0.034710590,2,102,1,0,0
0.035857183,2,103,4,0,0
0.047251841,2,105,2,2,0
0.055966578,2,136,9,0,0
0.057037710,2,137,5,1,0
0.058010356,2,141,1,0,0
0.058596071,2,143,1,1,0
0.059504349,2,146,1,0,0
0.059955148,2,147,16,11,0
0.060546633,2,148,6,4,0
0.061017193,2,150,1,0,0
0.061283404,2,151,1,1,0
0.061756337,2,153,1,0,0
0.062229991,2,155,1,0,0
0.063319645,2,158,1,0,0
0.079055139,2,217,15,0,0
0.079393685,2,218,2,0,0
0.085318078,2,226,15,14,0
0.089397798,2,234,2,0,0
0.089750120,2,235,1,0,0
0.112844667,2,238,1,0,0
