sim_time,gpu_id,kernel_id,view,region_size_bytes,num_regions_with_entries,strict_coalescable_ratio,avg_relaxed_ratio,full_redundant_ratio,sharer_set_cardinality_dist_json,reg_card1_ratio,reg_card2_ratio,reg_card3_ratio,reg_card4plus_ratio,coalescable_private_ratio,coalescable_shared_ratio,shared_only_strict_ratio
0.004053377,4,0,read_only,64,175172,1.000000,1.000000,1.000000,{"1":172697,"2":2475},0.985871,0.014129,0.000000,0.000000,0.985871,0.014129,1.000000
0.004053377,4,0,union,64,175256,1.000000,1.000000,1.000000,{"1":172781,"2":2475},0.985878,0.014122,0.000000,0.000000,0.985878,0.014122,1.000000
0.004053377,4,0,snapshot,64,8192,1.000000,1.000000,1.000000,{"1":7778,"2":414},0.949463,0.050537,0.000000,0.000000,0.949463,0.050537,1.000000
0.004053377,4,0,read_only,256,46203,0.945004,0.979935,0.945004,{"1":172697,"2":2475},0.942385,0.057615,0.000000,0.000000,0.942385,0.002619,0.045455
0.004053377,4,0,union,256,46204,0.944485,0.979756,0.944485,{"1":172781,"2":2475},0.942083,0.057917,0.000000,0.000000,0.942083,0.002402,0.041480
0.004053377,4,0,snapshot,256,5238,0.970599,0.986859,0.970599,{"1":7778,"2":414},0.923635,0.076365,0.000000,0.000000,0.923635,0.046964,0.615000
0.004053377,4,0,read_only,1024,12637,0.787529,0.941182,0.787529,{"1":172697,"2":2475},0.787529,0.212471,0.000000,0.000000,0.787529,0.000000,0.000000
0.004053377,4,0,union,1024,12637,0.787133,0.941040,0.787133,{"1":172781,"2":2475},0.787133,0.212867,0.000000,0.000000,0.787133,0.000000,0.000000
0.004053377,4,0,snapshot,1024,2567,0.856252,0.951824,0.856252,{"1":7778,"2":414},0.832100,0.167900,0.000000,0.000000,0.832100,0.024153,0.143852
0.004053377,4,0,read_only,4096,3831,0.289742,0.786845,0.289742,{"1":172697,"2":2475},0.289742,0.609501,0.100757,0.000000,0.289742,0.000000,0.000000
0.004053377,4,0,union,4096,3831,0.288958,0.786782,0.288958,{"1":172781,"2":2475},0.288958,0.610285,0.100757,0.000000,0.288958,0.000000,0.000000
0.004053377,4,0,snapshot,4096,1256,0.550955,0.856299,0.550955,{"1":7778,"2":414},0.546178,0.417994,0.035828,0.000000,0.546178,0.004777,0.010526
0.004053377,4,0,read_only,16384,959,0.000000,0.447529,0.000000,{"1":172697,"2":2475},0.000000,0.015641,0.984359,0.000000,0.000000,0.000000,0.000000
0.004053377,4,0,union,16384,959,0.000000,0.447475,0.000000,{"1":172781,"2":2475},0.000000,0.015641,0.984359,0.000000,0.000000,0.000000,0.000000
0.004053377,4,0,snapshot,16384,468,0.102564,0.608290,0.102564,{"1":7778,"2":414},0.102564,0.324786,0.572650,0.000000,0.102564,0.000000,0.000000
