sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.005181581,5,12,4,4,0
0.006508553,5,16,98,13,1
0.006959365,5,17,113,0,0
0.007329849,5,18,1,0,0
0.008779279,5,24,4,0,0
0.011267651,5,33,1,1,0
0.013212565,5,41,1,1,0
0.024983781,5,85,1,0,0
0.025608273,5,86,35,0,0
0.030970538,5,94,45,5,0
0.031833128,5,95,240,10,0
0.033262460,5,98,1,1,0
0.047477105,5,106,1,0,0
0.047741536,5,107,1,0,0
0.048288075,5,108,6,3,0
0.051010355,5,119,10,0,0
0.051270636,5,120,3,0,0
0.051508918,5,121,2,1,0
0.051755534,5,122,14,3,0
0.051989229,5,123,1,0,0
0.052224667,5,124,2,1,0
0.052693267,5,126,1,0,0
0.054154752,5,132,7,0,0
0.054670115,5,133,3,1,0
0.055925401,5,136,110,2,0
0.056876408,5,137,141,4,0
0.057744092,5,140,1,0,0
0.058577135,5,143,6,3,0
0.058809044,5,144,1,1,0
0.059410902,5,146,4,1,0
0.059955581,5,147,27,6,0
0.060495611,5,148,67,10,0
0.060762750,5,149,1,0,0
0.061000173,5,150,8,2,0
0.061240502,5,151,18,3,0
0.061506979,5,152,23,3,0
0.061741589,5,153,3,0,0
0.061975470,5,154,4,0,0
0.062215369,5,155,13,4,0
0.062683405,5,157,2,0,0
0.063534484,5,159,10,3,0
0.064237444,5,162,1,0,0
0.064940387,5,165,1,0,0
0.079380424,5,218,6,0,0
0.084454867,5,225,1,0,0
0.085354036,5,226,1,1,0
0.086785931,5,229,93,0,0
0.089350463,5,234,1,0,0
