sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.001957940,2,4,140,10,0
0.002308440,2,5,92,17,0
0.005175478,2,12,4,4,0
0.006031140,2,15,42,25,0
0.006489129,2,16,109,26,0
0.007091437,2,17,109,11,0
0.007566407,2,19,1,0,0
0.007802953,2,20,1,0,0
0.008281291,2,22,3,0,0
0.008781707,2,24,6,1,0
0.009865989,2,27,1,0,0
0.011038976,2,32,2,0,0
0.012516048,2,38,2,0,0
0.012983852,2,40,1,0,0
0.026157511,2,87,4,4,0
0.031799192,2,95,194,32,0
0.033262550,2,98,2,2,0
0.034711887,2,102,3,0,0
0.035859668,2,103,4,0,0
0.047247864,2,105,1,1,0
0.055956919,2,136,8,0,0
0.057023865,2,137,11,0,0
0.058579817,2,143,1,1,0
0.059493219,2,146,4,1,0
0.059940381,2,147,12,6,0
0.060529458,2,148,8,4,0
0.061000590,2,150,1,1,0
0.061507920,2,152,1,0,0
0.061741630,2,153,1,0,0
0.062214853,2,155,1,0,0
0.079042531,2,217,60,0,0
0.079377532,2,218,1,0,0
0.084449532,2,225,2,0,0
0.085309513,2,226,11,8,0
0.086766412,2,229,1,0,0
0.089376456,2,234,3,0,0
0.089728176,2,235,1,0,0
0.112812591,2,238,1,0,0
