sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.002306171,4,5,139,0,0
0.003376559,4,6,6,4,0
0.005170527,4,12,3,2,0
0.006070012,4,15,1,1,0
0.006478617,4,16,89,14,0
0.007094494,4,17,123,16,0
0.007330185,4,18,2,2,0
0.007566300,4,19,7,4,0
0.007802966,4,20,6,5,0
0.008041905,4,21,4,1,0
0.008278824,4,22,4,0,0
0.008770115,4,24,15,1,0
0.009480435,4,27,2,0,0
0.010095595,4,28,2,1,0
0.026147592,4,87,10,6,0
0.026417233,4,88,2,2,0
0.029234145,4,89,8,4,0
0.030967770,4,94,2,0,0
0.031779599,4,95,176,2,0
0.032092836,4,96,6,6,0
0.033203044,4,98,182,0,0
0.033748327,4,99,1,1,0
0.035857692,4,103,31,0,0
0.036260937,4,104,9,0,0
0.051011104,4,119,3,0,0
0.051273618,4,120,6,1,0
0.051758947,4,122,6,3,0
0.052699398,4,126,4,0,0
0.054364330,4,132,22,5,0
0.055572366,4,135,46,14,0
0.055949509,4,136,166,23,0
0.057031815,4,137,190,34,0
0.058576894,4,143,38,23,0
0.059490736,4,146,4,3,0
0.059871290,4,147,1,0,0
0.060460721,4,148,9,0,0
0.061267904,4,151,4,1,0
0.061507994,4,152,1,0,0
0.061975522,4,154,1,0,0
0.062214431,4,155,2,1,0
0.063534483,4,159,2,0,0
0.064940386,4,165,2,1,0
0.065968546,4,169,1,0,0
0.082759769,4,220,2,0,0
0.085352967,4,226,257,15,0
0.086733985,4,229,51,0,0
0.089360815,4,234,4,0,0
0.089659525,4,235,8,0,0
0.089988850,4,236,1,1,0
0.114414688,4,244,4,0,0
0.114652042,4,245,22,0,0
