sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.002294268,3,5,1,0,0
0.003375199,3,6,54,5,0
0.006487460,3,16,34,0,0
0.007097590,3,17,135,18,0
0.007330361,3,18,5,0,0
0.007566751,3,19,16,5,0
0.007803110,3,20,3,0,0
0.008041576,3,21,4,0,0
0.008284364,3,22,8,1,0
0.008776159,3,24,17,4,0
0.009011004,3,25,3,0,0
0.010095594,3,28,4,0,0
0.010795112,3,31,1,0,0
0.013212563,3,41,1,0,0
0.031727704,3,95,169,0,0
0.032092835,3,96,3,3,0
0.033193564,3,98,11,0,0
0.033723880,3,99,2,2,0
0.047477103,3,106,3,1,0
0.047885425,3,107,7,1,0
0.051008624,3,119,4,2,0
0.051506131,3,121,2,0,0
0.051758943,3,122,8,2,0
0.052228266,3,124,1,0,0
0.052695867,3,126,1,0,0
0.053889913,3,131,1,0,0
0.054441470,3,132,14,4,0
0.054917331,3,134,16,1,0
0.055565640,3,135,303,1,0
0.055960150,3,136,6,0,0
0.057027699,3,137,4,0,0
0.058809042,3,144,8,8,0
0.059840892,3,147,8,0,0
0.060493859,3,148,369,9,0
0.060762821,3,149,14,1,0
0.061000332,3,150,8,1,0
0.061262371,3,151,38,0,0
0.061507934,3,152,1,0,0
0.062213582,3,155,15,0,0
0.062446869,3,156,58,0,0
0.062683403,3,157,2,0,0
0.063534482,3,159,10,0,0
0.064001756,3,161,2,0,0
0.064237442,3,162,3,0,0
0.064705312,3,164,1,0,0
0.065174435,3,166,5,0,0
0.065502718,3,167,1,0,0
0.066435613,3,171,3,0,0
0.066671949,3,172,1,0,0
0.067906665,3,177,1,0,0
0.079313785,3,218,2,0,0
0.079625298,3,219,6,5,0
0.082759768,3,220,1,1,0
0.085297678,3,226,923,0,0
0.085613310,3,227,8,8,0
0.086729463,3,229,55,0,0
0.087247929,3,230,6,6,0
0.089374581,3,234,4,0,0
0.112729454,3,238,5,0,0
0.114412937,3,244,26,11,0
0.114650029,3,245,1,0,0
