sim_time,gpu_id,kernel_id,view,region_size_bytes,num_regions_with_entries,strict_coalescable_ratio,avg_relaxed_ratio,full_redundant_ratio,sharer_set_cardinality_dist_json,reg_card1_ratio,reg_card2_ratio,reg_card3_ratio,reg_card4plus_ratio,coalescable_private_ratio,coalescable_shared_ratio,shared_only_strict_ratio
0.004141269,3,0,read_only,64,105969,1.000000,1.000000,1.000000,{"1":105968,"2":1},0.999991,0.000009,0.000000,0.000000,0.999991,0.000009,1.000000
0.004141269,3,0,union,64,105969,1.000000,1.000000,1.000000,{"1":105968,"2":1},0.999991,0.000009,0.000000,0.000000,0.999991,0.000009,1.000000
0.004141269,3,0,snapshot,64,8192,1.000000,1.000000,1.000000,{"1":8191,"2":1},0.999878,0.000122,0.000000,0.000000,0.999878,0.000122,1.000000
0.004141269,3,0,read_only,256,52990,0.999981,0.999991,0.999981,{"1":105968,"2":1},0.999981,0.000019,0.000000,0.000000,0.999981,0.000000,0.000000
0.004141269,3,0,union,256,52990,0.999981,0.999991,0.999981,{"1":105968,"2":1},0.999981,0.000019,0.000000,0.000000,0.999981,0.000000,0.000000
0.004141269,3,0,snapshot,256,4217,0.999763,0.999881,0.999763,{"1":8191,"2":1},0.999763,0.000237,0.000000,0.000000,0.999763,0.000000,0.000000
0.004141269,3,0,read_only,1024,13255,0.999925,0.999981,0.999925,{"1":105968,"2":1},0.999925,0.000075,0.000000,0.000000,0.999925,0.000000,0.000000
0.004141269,3,0,union,1024,13255,0.999925,0.999981,0.999925,{"1":105968,"2":1},0.999925,0.000075,0.000000,0.000000,0.999925,0.000000,0.000000
0.004141269,3,0,snapshot,1024,1127,0.999113,0.999556,0.999113,{"1":8191,"2":1},0.999113,0.000887,0.000000,0.000000,0.999113,0.000000,0.000000
0.004141269,3,0,read_only,4096,3316,0.999397,0.999775,0.999397,{"1":105968,"2":1},0.999397,0.000603,0.000000,0.000000,0.999397,0.000000,0.000000
0.004141269,3,0,union,4096,3316,0.999397,0.999775,0.999397,{"1":105968,"2":1},0.999397,0.000603,0.000000,0.000000,0.999397,0.000000,0.000000
0.004141269,3,0,snapshot,4096,305,0.996721,0.999672,0.996721,{"1":8191,"2":1},0.996721,0.003279,0.000000,0.000000,0.996721,0.000000,0.000000
0.004141269,3,0,read_only,16384,832,0.995192,0.998730,0.995192,{"1":105968,"2":1},0.995192,0.004808,0.000000,0.000000,0.995192,0.000000,0.000000
0.004141269,3,0,union,16384,832,0.995192,0.998730,0.995192,{"1":105968,"2":1},0.995192,0.004808,0.000000,0.000000,0.995192,0.000000,0.000000
0.004141269,3,0,snapshot,16384,93,0.989247,0.998925,0.989247,{"1":8191,"2":1},0.989247,0.010753,0.000000,0.000000,0.989247,0.000000,0.000000
