sim_time,gpu_id,kernel_id,view,region_size_bytes,num_regions_with_entries,strict_coalescable_ratio,avg_relaxed_ratio,full_redundant_ratio,sharer_set_cardinality_dist_json,reg_card1_ratio,reg_card2_ratio,reg_card3_ratio,reg_card4plus_ratio,coalescable_private_ratio,coalescable_shared_ratio,shared_only_strict_ratio
0.007526264,4,0,read_only,64,23794,1.000000,1.000000,1.000000,{"1":20637,"2":3157},0.867319,0.132681,0.000000,0.000000,0.867319,0.132681,1.000000
0.007526264,4,0,union,64,23986,1.000000,1.000000,1.000000,{"1":20824,"2":3162},0.868173,0.131827,0.000000,0.000000,0.868173,0.131827,1.000000
0.007526264,4,0,snapshot,64,8192,1.000000,1.000000,1.000000,{"1":5884,"2":2308},0.718262,0.281738,0.000000,0.000000,0.718262,0.281738,1.000000
0.007526264,4,0,read_only,256,23794,1.000000,1.000000,1.000000,{"1":20637,"2":3157},0.867319,0.132681,0.000000,0.000000,0.867319,0.132681,1.000000
0.007526264,4,0,union,256,23986,1.000000,1.000000,1.000000,{"1":20824,"2":3162},0.868173,0.131827,0.000000,0.000000,0.868173,0.131827,1.000000
0.007526264,4,0,snapshot,256,8192,1.000000,1.000000,1.000000,{"1":5884,"2":2308},0.718262,0.281738,0.000000,0.000000,0.718262,0.281738,1.000000
0.007526264,4,0,read_only,1024,23794,1.000000,1.000000,1.000000,{"1":20637,"2":3157},0.867319,0.132681,0.000000,0.000000,0.867319,0.132681,1.000000
0.007526264,4,0,union,1024,23986,1.000000,1.000000,1.000000,{"1":20824,"2":3162},0.868173,0.131827,0.000000,0.000000,0.868173,0.131827,1.000000
0.007526264,4,0,snapshot,1024,8192,1.000000,1.000000,1.000000,{"1":5884,"2":2308},0.718262,0.281738,0.000000,0.000000,0.718262,0.281738,1.000000
0.007526264,4,0,read_only,4096,7561,0.527443,0.824439,0.527443,{"1":20637,"2":3157},0.527443,0.470969,0.001587,0.000000,0.527443,0.000000,0.000000
0.007526264,4,0,union,4096,7563,0.523205,0.822910,0.523205,{"1":20824,"2":3162},0.523205,0.474812,0.001983,0.000000,0.523205,0.000000,0.000000
0.007526264,4,0,snapshot,4096,4883,0.624206,0.818776,0.624206,{"1":5884,"2":2308},0.510956,0.487200,0.001843,0.000000,0.510956,0.113250,0.231575
0.007526264,4,0,read_only,16384,1924,0.020270,0.367785,0.020270,{"1":20637,"2":3157},0.020270,0.022349,0.957380,0.000000,0.020270,0.000000,0.000000
0.007526264,4,0,union,16384,1924,0.020270,0.366084,0.020270,{"1":20824,"2":3162},0.020270,0.021830,0.957900,0.000000,0.020270,0.000000,0.000000
0.007526264,4,0,snapshot,16384,1847,0.120736,0.464380,0.120736,{"1":5884,"2":2308},0.085003,0.221440,0.693557,0.000000,0.085003,0.035734,0.039053
