sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.006507847,5,16,196,0,0
0.006964148,5,17,394,0,0
0.007330946,5,18,10,0,0
0.007568178,5,19,3,0,0
0.008279122,5,22,1,0,0
0.008785359,5,24,2,0,0
0.011743370,5,35,1,0,0
0.025621461,5,86,103,0,0
0.030988772,5,94,123,40,0
0.031885800,5,95,693,29,0
0.047549950,5,106,3,0,0
0.048374048,5,108,9,1,0
0.050850373,5,118,1,1,0
0.051097982,5,119,24,11,0
0.051354694,5,120,10,1,0
0.051596562,5,121,8,4,0
0.051846038,5,122,24,11,0
0.052313572,5,124,1,0,0
0.052547874,5,125,8,2,0
0.052782775,5,126,1,0,0
0.053975078,5,131,10,3,0
0.054244966,5,132,24,10,0
0.054763758,5,133,5,4,0
0.055594618,5,135,2,2,0
0.056030537,5,136,333,58,0
0.057017349,5,137,512,94,0
0.058698030,5,143,16,12,0
0.058928516,5,144,1,0,0
0.059530376,5,146,15,9,0
0.060076248,5,147,65,26,0
0.060618780,5,148,188,92,0
0.060886046,5,149,4,2,0
0.061124299,5,150,15,8,0
0.061366255,5,151,24,11,0
0.061632019,5,152,40,21,0
0.061866804,5,153,11,9,0
0.062100770,5,154,16,9,0
0.062341312,5,155,42,22,0
0.062573991,5,156,8,6,0
0.062810519,5,157,1,0,0
0.063657452,5,159,22,8,0
0.064361894,5,162,11,5,0
0.064595203,5,163,7,2,0
0.064830103,5,164,1,1,0
0.065065218,5,165,12,7,0
0.065299535,5,166,8,2,0
0.066094476,5,169,5,0,0
0.068309290,5,178,2,0,0
0.079506185,5,218,14,1,0
0.082887203,5,220,3,0,0
0.084584138,5,225,5,2,0
0.086952600,5,229,186,0,0
