sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.002300175,3,5,1,0,0
0.003376136,3,6,167,38,0
0.006490424,3,16,83,0,0
0.007095086,3,17,339,96,0
0.007331446,3,18,8,4,0
0.007568975,3,19,92,68,0
0.007805501,3,20,19,9,0
0.008044406,3,21,22,8,0
0.008284936,3,22,23,8,0
0.008520984,3,23,2,1,0
0.008782328,3,24,52,8,0
0.009253075,3,26,1,1,0
0.009487175,3,27,4,3,0
0.010101123,3,28,17,10,0
0.010801736,3,31,6,3,0
0.012054319,3,36,1,0,0
0.012288049,3,37,2,0,0
0.012521780,3,38,2,0,0
0.013222749,3,41,1,0,0
0.031772365,3,95,528,0,0
0.033251870,3,98,6,0,0
0.047549948,3,106,1,1,0
0.047955580,3,107,20,8,0
0.048374046,3,108,9,8,0
0.051097957,3,119,3,2,0
0.051360681,3,120,3,1,0
0.051593164,3,121,1,1,0
0.051846938,3,122,6,5,0
0.052317174,3,124,1,1,0
0.052785375,3,126,3,2,0
0.053979289,3,131,4,2,0
0.054535113,3,132,69,45,0
0.055011102,3,134,26,1,0
0.055672413,3,135,741,5,0
0.056065535,3,136,5,0,0
0.057136847,3,137,12,6,0
0.059958491,3,147,16,0,0
0.060616057,3,148,1029,7,0
0.060886114,3,149,61,1,0
0.061124461,3,150,70,0,0
0.061384815,3,151,119,5,0
0.061632870,3,152,11,0,0
0.061866796,3,153,8,2,0
0.062100852,3,154,4,2,0
0.062340195,3,155,41,4,0
0.062573989,3,156,94,0,0
0.062810517,3,157,5,0,0
0.063657450,3,159,22,0,0
0.064126120,3,161,19,0,0
0.064361892,3,162,2,0,0
0.064830101,3,164,1,0,0
0.065299533,3,166,2,0,0
0.065627734,3,167,2,0,0
0.066327869,3,170,1,0,0
0.066561602,3,171,4,0,0
0.066797934,3,172,3,0,0
0.068309288,3,178,1,0,0
0.079437640,3,218,2,2,0
0.079751060,3,219,12,10,0
0.082887201,3,220,9,4,0
0.085435596,3,226,3347,0,0
0.086889795,3,229,73,4,0
0.089553620,3,234,4,0,0
0.112922959,3,238,2,2,0
0.113264019,3,239,1,0,0
0.114608402,3,244,84,62,0
0.114844040,3,245,3,2,0
0.115076651,3,246,8,7,0
