sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.001957002,2,4,162,89,0
0.002310712,2,5,577,265,0
0.006037091,2,15,96,72,0
0.006493624,2,16,284,126,0
0.007097560,2,17,366,80,0
0.007331487,2,18,3,0,0
0.007568602,2,19,6,3,0
0.007805479,2,20,4,0,0
0.008045184,2,21,5,0,0
0.008281881,2,22,10,3,0
0.008787831,2,24,30,6,0
0.009871581,2,27,6,3,0
0.011045701,2,32,2,0,0
0.012525337,2,38,1,0,0
0.012993614,2,40,5,0,0
0.026187008,2,87,7,7,0
0.031840771,2,95,180,119,0
0.034786806,2,102,2,0,0
0.035949982,2,103,7,0,0
0.056062340,2,136,14,0,0
0.057135973,2,137,19,11,0
0.058699307,2,143,5,2,0
0.059609964,2,146,10,7,0
0.060061463,2,147,26,10,0
0.060652730,2,148,6,3,0
0.061124703,2,150,4,2,0
0.061387320,2,151,2,0,0
0.061866799,2,153,4,3,0
0.062341392,2,155,1,1,0
0.063428231,2,158,3,2,0
0.064600171,2,163,1,1,0
0.078607182,2,216,5,0,0
0.079162521,2,217,155,0,0
0.079501530,2,218,4,0,0
0.084578834,2,225,8,7,0
0.085430095,2,226,1,1,0
0.089531697,2,234,9,3,0
0.089915301,2,235,1,0,0
