sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.001962035,2,4,9,6,0
0.002323139,2,5,1208,918,0
0.006078189,2,15,122,102,0
0.006536386,2,16,470,297,0
0.007144286,2,17,449,111,0
0.007615625,2,19,11,0,0
0.007852735,2,20,2,0,0
0.008092981,2,21,5,0,0
0.008329538,2,22,6,1,0
0.008836484,2,24,23,1,0
0.009919083,2,27,6,1,0
0.011093493,2,32,2,0,0
0.026236223,2,87,6,6,0
0.031892117,2,95,289,238,0
0.034862640,2,102,2,1,0
0.036022638,2,103,35,10,0
0.056179661,2,136,5,0,0
0.057255568,2,137,20,11,0
0.058822634,2,143,10,10,0
0.059739150,2,146,6,5,0
0.060206255,2,147,13,10,0
0.060810133,2,148,21,11,0
0.061282249,2,150,2,2,0
0.061531232,2,151,3,2,0
0.062497277,2,155,2,2,0
0.078765239,2,216,5,0,0
0.079328702,2,217,242,0,0
0.079679119,2,218,9,0,0
0.085842609,2,226,7,6,0
0.087278316,2,229,15,0,0
0.089908615,2,234,14,1,0
0.090278976,2,235,5,0,0
