sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.002296395,4,5,311,0,0
0.003389179,4,6,52,52,0
0.006116331,4,15,1,0,0
0.006525622,4,16,280,144,0
0.007138725,4,17,612,215,0
0.007378131,4,18,20,19,0
0.007615546,4,19,42,35,0
0.007852696,4,20,21,17,0
0.008092411,4,21,7,4,0
0.008335647,4,22,25,12,0
0.008834012,4,24,77,29,0
0.009066261,4,25,4,4,0
0.009536131,4,27,2,0,0
0.010148626,4,28,32,22,0
0.010381881,4,29,1,0,0
0.010615383,4,30,2,2,0
0.011091016,4,32,20,19,0
0.011790936,4,35,1,0,0
0.012101705,4,36,10,10,0
0.012335399,4,37,2,0,0
0.013270803,4,41,1,0,0
0.026210358,4,87,21,19,0
0.026481298,4,88,12,12,0
0.029298718,4,89,61,56,0
0.031034040,4,94,3,2,0
0.031890107,4,95,475,0,0
0.033330151,4,98,536,17,0
0.035991873,4,103,72,30,0
0.036448164,4,104,12,10,0
0.048477576,4,108,2,0,0
0.051464630,4,120,8,8,0
0.051956410,4,122,18,13,0
0.052896066,4,126,1,1,0
0.054568546,4,132,63,55,0
0.054871323,4,133,19,18,0
0.055784783,4,135,99,92,0
0.056174763,4,136,791,627,0
0.057251085,4,137,629,558,0
0.058821295,4,143,200,176,0
0.059736656,4,146,15,4,0
0.060740010,4,148,20,19,0
0.061044048,4,149,5,3,0
0.061282251,4,150,14,11,0
0.061552617,4,151,3,2,0
0.061789072,4,152,2,0,0
0.062498240,4,155,11,9,0
0.063202005,4,158,2,2,0
0.063811823,4,159,5,5,0
0.064279907,4,161,1,1,0
0.064752923,4,163,5,4,0
0.065218779,4,165,1,0,0
0.065780481,4,167,1,0,0
0.083247763,4,220,10,6,0
0.083894946,4,222,3,2,0
0.085825045,4,226,345,292,0
0.087244069,4,229,275,8,0
0.089896501,4,234,3,1,0
0.090174996,4,235,17,3,0
0.090545272,4,236,4,0,0
0.116601557,4,244,4,4,0
