sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.003400309,3,6,137,63,0
0.003720002,3,7,1,1,0
0.006532337,3,16,88,0,0
0.007141814,3,17,495,164,0
0.007378248,3,18,15,13,0
0.007615799,3,19,98,74,0
0.007852762,3,20,35,26,0
0.008092167,3,21,30,20,0
0.008332596,3,22,40,33,0
0.008568640,3,23,1,0,0
0.008830928,3,24,62,28,0
0.010148625,3,28,10,10,0
0.010849095,3,31,4,2,0
0.012335398,3,37,1,0,0
0.013270802,3,41,1,0,0
0.031848440,3,95,456,0,0
0.047657852,3,106,6,3,0
0.048066530,3,107,29,26,0
0.048477575,3,108,19,12,0
0.051201822,3,119,12,11,0
0.051456005,3,120,7,6,0
0.051698082,3,121,2,2,0
0.051954522,3,122,15,9,0
0.054642679,3,132,107,93,0
0.055116703,3,134,22,7,0
0.055781308,3,135,851,15,0
0.056182850,3,136,18,0,0
0.057245613,3,137,12,5,0
0.060773704,3,148,30,0,0
0.061043510,3,149,8,0,0
0.061281915,3,150,5,0,0
0.061549550,3,151,16,3,0
0.062023555,3,153,1,1,0
0.062257455,3,154,11,11,0
0.062496727,3,155,10,4,0
0.062732689,3,156,1,0,0
0.063811822,3,159,2,2,0
0.079597835,3,218,2,2,0
0.079924401,3,219,9,9,0
0.087233205,3,229,144,11,0
0.089906120,3,234,1,0,0
0.116600227,3,244,69,58,0
0.116838156,3,245,15,13,0
0.117071288,3,246,5,5,0
