sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.001844674,5,4,2,1,0
0.002308372,5,5,4,4,1
0.003326476,5,6,73,45,4
0.003674727,5,7,3,2,0
0.005189215,5,12,67,66,2
0.005657685,5,14,1,0,0
0.006039703,5,15,60,43,3
0.006520703,5,16,88,70,23
0.006973725,5,17,34,12,5
0.007341876,5,18,12,12,3
0.008052408,5,21,24,24,2
0.008287737,5,22,14,14,2
0.008528876,5,23,1,1,0
0.010791762,5,31,1,0,0
0.011264300,5,33,1,1,0
0.020625130,5,70,79,63,2
0.021210320,5,72,1,1,0
0.021765956,5,74,332,282,3
0.022069573,5,75,24,21,1
0.023756663,5,81,41,17,5
0.023987689,5,82,1,0,0
0.025015566,5,85,33,5,1
0.025641000,5,86,18,15,5
0.026201285,5,87,2,2,0
0.030999258,5,94,108,79,3
0.031870068,5,95,21,8,0
0.033298641,5,98,3,3,1
0.033718705,5,99,5,5,2
0.034054716,5,100,2,1,0
0.034745494,5,102,38,6,3
0.035895448,5,103,8,3,1
0.047505532,5,106,21,0,0
0.048369034,5,108,88,75,2
0.051094157,5,119,43,41,2
0.051339384,5,120,98,98,2
0.051842715,5,122,71,68,3
0.052075313,5,123,1,1,0
0.054240224,5,132,2,2,1
0.054755944,5,133,5,5,1
0.055589869,5,135,20,5,2
0.056013468,5,136,196,62,13
0.056975272,5,137,49,12,6
0.057358080,5,138,4,1,0
0.057833108,5,140,2,0,0
0.058077116,5,141,4,3,0
0.058329940,5,142,5,5,2
0.058666360,5,143,1,0,0
0.059496171,5,146,71,6,2
0.060045457,5,147,19,4,2
0.060584494,5,148,15,8,3
0.060851801,5,149,1,0,0
0.061088006,5,150,1,0,0
0.061328079,5,151,11,9,2
0.061594456,5,152,31,29,2
0.074182235,5,201,167,142,6
0.075352688,5,205,67,43,4
0.077309296,5,212,50,32,3
0.078564713,5,216,26,22,8
0.079052808,5,217,9,8,2
0.079505093,5,218,3,0,0
0.082885722,5,220,1,0,0
0.084582770,5,225,82,72,2
0.085486044,5,226,7,6,1
0.086923065,5,229,27,0,0
0.087340656,5,230,22,5,2
0.087675817,5,231,18,17,1
0.088009433,5,232,1,1,0
0.088333645,5,233,64,64,1
0.089481541,5,234,61,47,5
0.089821682,5,235,1,1,0
0.113227959,5,239,1899,1842,1
0.114569075,5,244,127,93,4
0.114804235,5,245,7,4,1
