sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.001959972,2,4,95,32,2
0.002309326,2,5,4,0,0
0.003358421,2,6,10,7,2
0.003698017,2,7,1,1,0
0.004177267,2,9,2,2,0
0.005180039,2,12,6,6,1
0.006036423,2,15,11,3,1
0.006495776,2,16,21,0,0
0.007105931,2,17,56,45,1
0.007576810,2,19,1,0,0
0.008789082,2,24,6,6,2
0.011035625,2,32,5,5,1
0.020390898,2,69,20,2,2
0.021212281,2,72,1,1,0
0.021789470,2,74,77,75,2
0.022618974,2,77,20,20,2
0.023088402,2,79,45,44,1
0.023325394,2,80,3,3,1
0.023758316,2,81,132,127,3
0.024589664,2,84,47,47,2
0.025082520,2,85,17,10,2
0.025673257,2,86,141,138,2
0.026185898,2,87,1,1,0
0.031033938,2,94,98,66,3
0.031835455,2,95,501,3,0
0.033301192,2,98,11,4,1
0.033782008,2,99,26,16,4
0.034058635,2,100,3,3,1
0.034760620,2,102,108,101,2
0.035906060,2,103,46,29,6
0.047276887,2,105,2,2,0
0.051344259,2,120,56,56,1
0.051840619,2,122,41,24,2
0.052080620,2,123,5,4,1
0.054458615,2,132,3,1,0
0.054760533,2,133,2,1,0
0.055637962,2,135,53,38,3
0.056042849,2,136,78,44,11
0.057116359,2,137,49,25,5
0.057598261,2,139,1,0,0
0.058082578,2,141,12,11,1
0.058333820,2,142,14,12,1
0.058667833,2,143,1,1,0
0.059579628,2,146,56,30,2
0.060025704,2,147,12,12,0
0.060617545,2,148,167,125,2
0.061337584,2,151,1,1,0
0.061596474,2,152,20,19,2
0.073383115,2,198,30,30,1
0.073624490,2,199,100,100,1
0.075347809,2,205,8,2,1
0.075863401,2,207,1,1,0
0.076178355,2,208,28,28,2
0.077311780,2,212,105,103,2
0.078605746,2,216,116,95,3
0.079167572,2,217,23,11,4
0.084576941,2,225,36,2,1
0.085407001,2,226,10,9,0
0.086908217,2,229,4,0,0
0.087406213,2,230,40,16,2
0.088027322,2,232,12,12,2
0.088457580,2,233,6,2,0
0.089529055,2,234,31,11,4
0.089879091,2,235,1,0,0
0.112968046,2,238,3,0,0
0.114561826,2,244,13,2,0
0.114813354,2,245,65,40,3
