sim_time,gpu_id,kernel_id,view,region_size_bytes,num_regions_with_entries,strict_coalescable_ratio,avg_relaxed_ratio,full_redundant_ratio,sharer_set_cardinality_dist_json,reg_card1_ratio,reg_card2_ratio,reg_card3_ratio,reg_card4plus_ratio,coalescable_private_ratio,coalescable_shared_ratio,shared_only_strict_ratio
0.007801535,3,0,read_only,64,178127,1.000000,1.000000,1.000000,{"1":175235,"2":2892},0.983764,0.016236,0.000000,0.000000,0.983764,0.016236,1.000000
0.007801535,3,0,union,64,178136,1.000000,1.000000,1.000000,{"1":175244,"2":2892},0.983765,0.016235,0.000000,0.000000,0.983765,0.016235,1.000000
0.007801535,3,0,snapshot,64,8192,1.000000,1.000000,1.000000,{"1":8137,"2":55},0.993286,0.006714,0.000000,0.000000,0.993286,0.006714,1.000000
0.007801535,3,0,read_only,256,91797,0.964879,0.982440,0.964879,{"1":175235,"2":2892},0.959193,0.040633,0.000174,0.000000,0.959193,0.005686,0.139349
0.007801535,3,0,union,256,91803,0.964881,0.982441,0.964881,{"1":175244,"2":2892},0.959195,0.040630,0.000174,0.000000,0.959195,0.005686,0.139349
0.007801535,3,0,snapshot,256,6466,0.997680,0.998840,0.997680,{"1":8137,"2":55},0.991494,0.008506,0.000000,0.000000,0.991494,0.006186,0.727273
0.007801535,3,0,read_only,1024,24629,0.846035,0.951041,0.846035,{"1":175235,"2":2892},0.846035,0.151935,0.002030,0.000000,0.846035,0.000000,0.000000
0.007801535,3,0,union,1024,24629,0.845913,0.951023,0.845913,{"1":175244,"2":2892},0.845913,0.152057,0.002030,0.000000,0.845913,0.000000,0.000000
0.007801535,3,0,snapshot,1024,3738,0.994114,0.997619,0.994114,{"1":8137,"2":55},0.987694,0.011771,0.000535,0.000000,0.987694,0.006421,0.521739
0.007801535,3,0,read_only,4096,7732,0.540352,0.868966,0.540352,{"1":175235,"2":2892},0.540352,0.418650,0.040998,0.000000,0.540352,0.000000,0.000000
0.007801535,3,0,union,4096,7732,0.540222,0.868960,0.540222,{"1":175244,"2":2892},0.540222,0.418779,0.040998,0.000000,0.540222,0.000000,0.000000
0.007801535,3,0,snapshot,4096,2659,0.990598,0.996482,0.990598,{"1":8137,"2":55},0.983452,0.015043,0.001504,0.000000,0.983452,0.007146,0.431818
0.007801535,3,0,read_only,16384,1967,0.022369,0.393972,0.022369,{"1":175235,"2":2892},0.022369,0.022877,0.954753,0.000000,0.022369,0.000000,0.000000
0.007801535,3,0,union,16384,1967,0.022369,0.393969,0.022369,{"1":175244,"2":2892},0.022369,0.022877,0.954753,0.000000,0.022369,0.000000,0.000000
0.007801535,3,0,snapshot,16384,1311,0.315789,0.758508,0.315789,{"1":8137,"2":55},0.315789,0.668955,0.015256,0.000000,0.315789,0.000000,0.000000
