sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.006687106,5,16,35,0,0
0.007140179,5,17,17,0,0
0.008975761,5,24,9,9,0
0.011918765,5,35,1,1,0
0.031190477,5,94,5,5,0
0.032125197,5,95,17,17,0
0.036222773,5,103,1,1,0
0.036634095,5,104,58,58,0
0.047957296,5,106,1,1,0
0.048774760,5,108,36,36,0
0.049113213,5,109,3,3,0
0.051252414,5,118,3,3,0
0.051502812,5,119,33,33,0
0.051766009,5,120,34,34,0
0.052003996,5,121,2,2,0
0.052256123,5,122,24,24,0
0.052491295,5,123,17,17,0
0.052727431,5,124,8,8,0
0.052962396,5,125,7,7,0
0.053197091,5,126,7,7,0
0.054393400,5,131,62,62,0
0.054659139,5,132,50,50,0
0.055178584,5,133,55,55,0
0.056473559,5,136,171,171,0
0.057511064,5,137,751,751,0
0.057847820,5,138,6,6,0
0.058330848,5,140,2,2,0
0.058828358,5,142,2,2,0
0.059195729,5,143,61,61,0
0.059426684,5,144,6,6,0
0.059665861,5,145,1,1,0
0.060038365,5,146,24,24,0
0.060613880,5,147,436,436,0
0.061159846,5,148,201,201,0
0.084107774,5,220,1,1,0
0.088218138,5,229,6,6,0
0.090811461,5,234,3,3,0
