sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.002409954,2,5,1186,1186,0
0.006200808,2,15,34,34,0
0.006662300,2,16,85,47,0
0.007278564,2,17,128,0,0
0.007755554,2,19,11,0,0
0.007993139,2,20,5,0,0
0.008233768,2,21,6,0,0
0.008469928,2,22,2,0,0
0.008969640,2,24,12,0,0
0.009210929,2,25,1,0,0
0.010047140,2,27,1,0,0
0.012001248,2,35,2,0,0
0.012467785,2,37,2,0,0
0.032076504,2,95,244,238,0
0.036228854,2,103,91,91,0
0.056508425,2,136,9,0,0
0.057587066,2,137,15,15,0
0.058092320,2,139,24,24,0
0.059197478,2,143,14,14,0
0.060120887,2,146,11,11,0
0.060604960,2,147,19,19,0
0.062651622,2,154,1,1,0
0.062900287,2,155,1,1,0
0.065159702,2,163,1,1,0
0.090850556,2,234,9,9,0
0.091265639,2,235,38,38,0
0.120994868,2,244,1,1,0
