sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.002307192,4,5,34,0,0
0.003839615,4,7,7,7,0
0.004081886,4,8,6,6,0
0.004325905,4,9,3,3,0
0.004579104,4,10,5,5,0
0.005335304,4,12,11,11,0
0.006646536,4,16,23,5,0
0.007276045,4,17,208,45,0
0.007515634,4,18,4,2,0
0.007755407,4,19,66,57,0
0.007993262,4,20,39,38,0
0.008233268,4,21,22,20,0
0.008476010,4,22,49,48,0
0.008961105,4,24,75,65,0
0.009205516,4,25,2,1,0
0.009675035,4,27,11,11,0
0.010276244,4,28,47,47,0
0.010509892,4,29,1,1,0
0.010977369,4,31,1,1,0
0.011218690,4,32,34,34,0
0.011684890,4,34,1,1,0
0.012230486,4,36,2,2,0
0.014119687,4,44,1,1,0
0.026364739,4,87,3,3,0
0.029452329,4,89,167,167,0
0.032028554,4,95,10,0,0
0.033522557,4,98,66,63,0
0.034076547,4,99,17,17,0
0.034329093,4,100,1,1,0
0.034604805,4,101,1,1,0
0.035058595,4,102,2,2,0
0.036193804,4,103,141,141,0
0.036688962,4,104,36,36,0
0.048774759,4,108,1,1,0
0.051502800,4,119,2,2,0
0.054895744,4,132,8,8,0
0.056511478,4,136,27,27,0
0.057592256,4,137,76,76,0
0.057848352,4,138,2,2,0
0.058336978,4,140,3,3,0
0.059195287,4,143,447,447,0
0.059426683,4,144,5,5,0
0.060115356,4,146,43,43,0
0.061123309,4,148,22,22,0
0.062900257,4,155,1,1,0
0.063601599,4,158,5,5,0
0.064216510,4,159,1,1,0
0.066187371,4,167,1,1,0
0.085850351,4,225,1,1,0
0.086767639,4,226,189,189,0
0.088171914,4,229,475,26,0
0.090842245,4,234,10,10,0
0.091116483,4,235,12,12,0
0.091519393,4,236,4,4,0
0.121012354,4,244,23,23,0
