sim_time,gpu_id,kernel_id,view,region_size_bytes,num_regions_with_entries,strict_coalescable_ratio,avg_relaxed_ratio,full_redundant_ratio,sharer_set_cardinality_dist_json,reg_card1_ratio,reg_card2_ratio,reg_card3_ratio,reg_card4plus_ratio,coalescable_private_ratio,coalescable_shared_ratio,shared_only_strict_ratio
0.010180565,4,0,read_only,64,192815,1.000000,1.000000,1.000000,{"1":192814,"2":1},0.999995,0.000005,0.000000,0.000000,0.999995,0.000005,1.000000
0.010180565,4,0,union,64,192815,1.000000,1.000000,1.000000,{"1":192814,"2":1},0.999995,0.000005,0.000000,0.000000,0.999995,0.000005,1.000000
0.010180565,4,0,snapshot,64,8192,1.000000,1.000000,1.000000,{"1":8191,"2":1},0.999878,0.000122,0.000000,0.000000,0.999878,0.000122,1.000000
0.010180565,4,0,read_only,256,96592,0.999990,0.999995,0.999990,{"1":192814,"2":1},0.999990,0.000010,0.000000,0.000000,0.999990,0.000000,0.000000
0.010180565,4,0,union,256,96592,0.999990,0.999995,0.999990,{"1":192814,"2":1},0.999990,0.000010,0.000000,0.000000,0.999990,0.000000,0.000000
0.010180565,4,0,snapshot,256,5279,1.000000,1.000000,1.000000,{"1":8191,"2":1},0.999811,0.000189,0.000000,0.000000,0.999811,0.000189,1.000000
0.010180565,4,0,read_only,1024,24252,0.999959,0.999979,0.999959,{"1":192814,"2":1},0.999959,0.000041,0.000000,0.000000,0.999959,0.000000,0.000000
0.010180565,4,0,union,1024,24252,0.999959,0.999979,0.999959,{"1":192814,"2":1},0.999959,0.000041,0.000000,0.000000,0.999959,0.000000,0.000000
0.010180565,4,0,snapshot,1024,2355,0.999575,0.999915,0.999575,{"1":8191,"2":1},0.999575,0.000425,0.000000,0.000000,0.999575,0.000000,0.000000
0.010180565,4,0,read_only,4096,6070,0.999835,0.999979,0.999835,{"1":192814,"2":1},0.999835,0.000165,0.000000,0.000000,0.999835,0.000000,0.000000
0.010180565,4,0,union,4096,6070,0.999835,0.999979,0.999835,{"1":192814,"2":1},0.999835,0.000165,0.000000,0.000000,0.999835,0.000000,0.000000
0.010180565,4,0,snapshot,4096,810,0.998765,0.999956,0.998765,{"1":8191,"2":1},0.998765,0.001235,0.000000,0.000000,0.998765,0.000000,0.000000
0.010180565,4,0,read_only,16384,1522,0.997372,0.999428,0.997372,{"1":192814,"2":1},0.997372,0.002628,0.000000,0.000000,0.997372,0.000000,0.000000
0.010180565,4,0,union,16384,1522,0.997372,0.999428,0.997372,{"1":192814,"2":1},0.997372,0.002628,0.000000,0.000000,0.997372,0.000000,0.000000
0.010180565,4,0,snapshot,16384,278,0.996403,0.999937,0.996403,{"1":8191,"2":1},0.996403,0.003597,0.000000,0.000000,0.996403,0.000000,0.000000
0.015123993,4,1,read_only,64,194133,1.000000,1.000000,1.000000,{"1":194132,"2":1},0.999995,0.000005,0.000000,0.000000,0.999995,0.000005,1.000000
0.015123993,4,1,union,64,194133,1.000000,1.000000,1.000000,{"1":194132,"2":1},0.999995,0.000005,0.000000,0.000000,0.999995,0.000005,1.000000
0.015123993,4,1,snapshot,64,8192,1.000000,1.000000,1.000000,{"1":8191,"2":1},0.999878,0.000122,0.000000,0.000000,0.999878,0.000122,1.000000
0.015123993,4,1,read_only,256,97085,0.999990,0.999995,0.999990,{"1":194132,"2":1},0.999990,0.000010,0.000000,0.000000,0.999990,0.000000,0.000000
0.015123993,4,1,union,256,97085,0.999990,0.999995,0.999990,{"1":194132,"2":1},0.999990,0.000010,0.000000,0.000000,0.999990,0.000000,0.000000
0.015123993,4,1,snapshot,256,5008,1.000000,1.000000,1.000000,{"1":8191,"2":1},0.999800,0.000200,0.000000,0.000000,0.999800,0.000200,1.000000
0.015123993,4,1,read_only,1024,24278,0.999959,0.999979,0.999959,{"1":194132,"2":1},0.999959,0.000041,0.000000,0.000000,0.999959,0.000000,0.000000
0.015123993,4,1,union,1024,24278,0.999959,0.999979,0.999959,{"1":194132,"2":1},0.999959,0.000041,0.000000,0.000000,0.999959,0.000000,0.000000
0.015123993,4,1,snapshot,1024,1986,0.999496,0.999899,0.999496,{"1":8191,"2":1},0.999496,0.000504,0.000000,0.000000,0.999496,0.000000,0.000000
0.015123993,4,1,read_only,4096,6071,0.999835,0.999979,0.999835,{"1":194132,"2":1},0.999835,0.000165,0.000000,0.000000,0.999835,0.000000,0.000000
