sim_time,gpu_id,kernel_id,write_event_count,sharer_set_churn_count,false_invalidation_count
0.000655837,5,1,2,2,0
0.001642822,5,5,2,2,1
0.003851608,5,11,2,2,1
0.015265885,5,56,272,221,4
0.016615785,5,61,131,100,2
0.017163825,5,63,35,35,1
0.017680957,5,65,1,1,0
0.017915257,5,66,2,2,0
0.018237472,5,67,142,70,3
0.019138733,5,70,1,1,0
0.019380570,5,71,11,11,1
0.019774957,5,72,211,142,3
0.022948477,5,84,58,57,2
0.023884473,5,88,1,1,0
0.024125390,5,89,127,124,2
0.025319348,5,94,2,2,0
0.025577179,5,95,9,9,1
0.027767220,5,103,1,1,0
0.027996751,5,104,1,1,0
0.039441887,5,149,221,202,6
0.040805303,5,154,13,4,2
0.041068570,5,155,1,1,0
0.041331164,5,156,20,20,1
0.041846914,5,158,1,1,0
0.042403057,5,160,157,142,4
0.043475325,5,164,57,57,2
0.043831022,5,165,225,221,2
0.044172761,5,166,1,1,0
0.045577975,5,171,1,1,0
0.045820901,5,172,32,29,2
0.046059857,5,173,50,38,2
